codigo,municipio,uf,ufTabela,populacao
3141108,Matozinhos,Minas Gerais,minasgerais,37820
5212956,Matrinchã,Goiás,goiais,4351
2705101,Matriz de Camaragibe,Alagoas,alagoas,24642
5105606,Matupá,Mato Grosso,matogrosso,16566
2509396,Matureia,Paraíba,paraiba,6569
3141207,Matutina,Minas Gerais,minasgerais,3749
3529401,Mauá,São Paulo,saopaulo,472912
4115754,Mauá da Serra,Paraná,parana,10601
1302900,Maués,Amazonas,amazonas,63905
5213004,Maurilândia,Goiás,goiais,14080
1712801,Maurilândia do Tocantins,Tocantins,tocantins,3426
2308104,Mauriti,Ceará,ceara,47962
2407500,Maxaranguape,Rio Grande do Norte,riograndedonorte,12371
4312203,Maximiliano de Almeida,Rio Grande do Sul,riograndedosul,4377
1600402,Mazagão,Amapá,amapa,21632
3141306,Medeiros,Minas Gerais,minasgerais,3802
2921104,Medeiros Neto,Bahia,bahia,22688
4115804,Medianeira,Paraná,parana,46198
1504455,Medicilândia,Pará,para,31597
3141405,Medina,Minas Gerais,minasgerais,20820
4210803,Meleiro,Santa Catarina,santacatarina,7015
1504505,Melgaço,Pará,para,27654
3302809,Mendes,Rio de Janeiro,riodejaneiro,18614
3141504,Mendes Pimentel,Minas Gerais,minasgerais,6446
3529500,Mendonça,São Paulo,saopaulo,5490
4115853,Mercedes,Paraná,parana,5536
3141603,Mercês,Minas Gerais,minasgerais,10739
3529609,Meridiano,São Paulo,saopaulo,3836
2308203,Meruoca,Ceará,ceara,15057
3529658,Mesópolis,São Paulo,saopaulo,1908
3302858,Mesquita,Rio de Janeiro,riodejaneiro,176103
3141702,Mesquita,Minas Gerais,minasgerais,5605
2705200,Messias,Alagoas,alagoas,17856
2407609,Messias Targino,Rio Grande do Norte,riograndedonorte,4601
2206209,Miguel Alves,Piauí,piaui,33760
2921203,Miguel Calmon,Bahia,bahia,26023
2206308,Miguel Leão,Piauí,piaui,1246
3302908,Miguel Pereira,Rio de Janeiro,riodejaneiro,25538
3529708,Miguelópolis,São Paulo,saopaulo,22226
2308302,Milagres,Ceará,ceara,27512
2921302,Milagres,Bahia,bahia,10950
2106672,Milagres do Maranhão,Maranhão,maranhao,8464
2308351,Milhã,Ceará,ceara,13155
2206357,Milton Brandão,Piauí,piaui,6613
5213053,Mimoso de Goiás,Goiás,goiais,2597
3203403,Mimoso do Sul,Espírito Santo,espiritosanto,26153
5213087,Minaçu,Goiás,goiais,29070
2705309,Minador do Negrão,Alagoas,alagoas,5329
4312252,Minas do Leão,Rio Grande do Sul,riograndedosul,8075
3141801,Minas Novas,Minas Gerais,minasgerais,31484
3141900,Minduri,Minas Gerais,minasgerais,3894
5213103,Mineiros,Goiás,goiais,66801
3529807,Mineiros do Tietê,São Paulo,saopaulo,12908
1101203,Ministro Andreazza,Rondônia,rondonia,9660
3530003,Mira Estrela,São Paulo,saopaulo,3086
3142007,Mirabela,Minas Gerais,minasgerais,13589
3529906,Miracatu,São Paulo,saopaulo,19779
3303005,Miracema,Rio de Janeiro,riodejaneiro,27174
1713205,Miracema do Tocantins,Tocantins,tocantins,18248
2106706,Mirador,Maranhão,maranhao,21015
4115903,Mirador,Paraná,parana,2213
3142106,Miradouro,Minas Gerais,minasgerais,10754
4312302,Miraguaí,Rio Grande do Sul,riograndedosul,4925
3142205,Miraí,Minas Gerais,minasgerais,15014
2308377,Miraíma,Ceará,ceara,13818
5005608,Miranda,Mato Grosso do Sul,matogrossodosul,28013
2106755,Miranda do Norte,Maranhão,maranhao,28381
2609303,Mirandiba,Pernambuco,pernambuco,15390
3530102,Mirandópolis,São Paulo,saopaulo,29564
2921401,Mirangaba,Bahia,bahia,18338
1713304,Miranorte,Tocantins,tocantins,13434
2921450,Mirante,Bahia,bahia,8641
1101302,Mirante da Serra,Rondônia,rondonia,10947
3530201,Mirante do Paranapanema,São Paulo,saopaulo,18259
4116000,Miraselva,Paraná,parana,1806
3530300,Mirassol,São Paulo,saopaulo,59824
5105622,Mirassol d'Oeste,Mato Grosso,matogrosso,27739
3530409,Mirassolândia,São Paulo,saopaulo,4871
3142254,Miravânia,Minas Gerais,minasgerais,4888
4210852,Mirim Doce,Santa Catarina,santacatarina,2309
2106805,Mirinzal,Maranhão,maranhao,14962
4116059,Missal,Paraná,parana,10702
2308401,Missão Velha,Ceará,ceara,36442
1504604,Mocajuba,Pará,para,31136
3530508,Mococa,São Paulo,saopaulo,68885
4210902,Modelo,Santa Catarina,santacatarina,4209
3142304,Moeda,Minas Gerais,minasgerais,4919
3142403,Moema,Minas Gerais,minasgerais,7517
2509404,Mogeiro,Paraíba,paraiba,13284
3530607,Mogi das Cruzes,São Paulo,saopaulo,445842
3530706,Mogi Guaçu,São Paulo,saopaulo,151888
3530805,Mogi Mirim,São Paulo,saopaulo,93189
5213400,Moiporá,Goiás,goiais,1529
2804102,Moita Bonita,Sergipe,sergipe,11335
1504703,Moju,Pará,para,82094
1504752,Mojuí dos Campos,Pará,para,16084
2308500,Mombaça,Ceará,ceara,43797
3530904,Mombuca,São Paulo,saopaulo,3493
2106904,Monção,Maranhão,maranhao,33434
3531001,Monções,São Paulo,saopaulo,2259
4211009,Mondaí,Santa Catarina,santacatarina,11742
3531100,Mongaguá,São Paulo,saopaulo,56702
3142502,Monjolos,Minas Gerais,minasgerais,2220
2206407,Monsenhor Gil,Piauí,piaui,10564
2206506,Monsenhor Hipólito,Piauí,piaui,7749
3142601,Monsenhor Paulo,Minas Gerais,minasgerais,8688
2308609,Monsenhor Tabosa,Ceará,ceara,17234
2509503,Montadas,Paraíba,paraiba,5669
3142700,Montalvânia,Minas Gerais,minasgerais,14877
3203502,Montanha,Espírito Santo,espiritosanto,18833
2407708,Montanhas,Rio Grande do Norte,riograndedonorte,11251
4312351,Montauri,Rio Grande do Sul,riograndedosul,1453
1504802,Monte Alegre,Pará,para,58032
2407807,Monte Alegre,Rio Grande do Norte,riograndedonorte,22451
5213509,Monte Alegre de Goiás,Goiás,goiais,8606
3142809,Monte Alegre de Minas,Minas Gerais,minasgerais,21120
2804201,Monte Alegre de Sergipe,Sergipe,sergipe,15031
2206605,Monte Alegre do Piauí,Piauí,piaui,10613
3531209,Monte Alegre do Sul,São Paulo,saopaulo,8038
4312377,Monte Alegre dos Campos,Rio Grande do Sul,riograndedosul,3226
3531308,Monte Alto,São Paulo,saopaulo,50498
3531407,Monte Aprazível,São Paulo,saopaulo,25087
3142908,Monte Azul,Minas Gerais,minasgerais,20854
3531506,Monte Azul Paulista,São Paulo,saopaulo,19008
3143005,Monte Belo,Minas Gerais,minasgerais,13166
4312385,Monte Belo do Sul,Rio Grande do Sul,riograndedosul,2548
4211058,Monte Carlo,Santa Catarina,santacatarina,9866
3143104,Monte Carmelo,Minas Gerais,minasgerais,47809
4211108,Monte Castelo,Santa Catarina,santacatarina,8275
3531605,Monte Castelo,São Paulo,saopaulo,4166
2407906,Monte das Gameleiras,Rio Grande do Norte,riograndedonorte,2105
1713601,Monte do Carmo,Tocantins,tocantins,7947
3143153,Monte Formoso,Minas Gerais,minasgerais,4906
2509602,Monte Horebe,Paraíba,paraiba,4816
3531803,Monte Mor,São Paulo,saopaulo,59772
1101401,Monte Negro,Rondônia,rondonia,15852
2921500,Monte Santo,Bahia,bahia,49418
3143203,Monte Santo de Minas,Minas Gerais,minasgerais,21524
1713700,Monte Santo do Tocantins,Tocantins,tocantins,2279
3143401,Monte Sião,Minas Gerais,minasgerais,23803
2509701,Monteiro,Paraíba,paraiba,33222
3531704,Monteiro Lobato,São Paulo,saopaulo,4653
2705408,Monteirópolis,Alagoas,alagoas,7159
4312401,Montenegro,Rio Grande do Sul,riograndedosul,65264
2107001,Montes Altos,Maranhão,maranhao,9160
3143302,Montes Claros,Minas Gerais,minasgerais,409341
5213707,Montes Claros de Goiás,Goiás,goiais,8055
3143450,Montezuma,Minas Gerais,minasgerais,8249
5213756,Montividiu,Goiás,goiais,13396
5213772,Montividiu do Norte,Goiás,goiais,4479
2308708,Morada Nova,Ceará,ceara,61890
3143500,Morada Nova de Minas,Minas Gerais,minasgerais,8863
2308807,Moraújo,Ceará,ceara,8724
2614303,Moreilândia,Pernambuco,pernambuco,11270
4116109,Moreira Sales,Paraná,parana,12121
2609402,Moreno,Pernambuco,pernambuco,62784
4312427,Mormaço,Rio Grande do Sul,riograndedosul,3085
2921609,Morpará,Bahia,bahia,8519
4116208,Morretes,Paraná,parana,16406
5213806,Morrinhos,Goiás,goiais,46136
2308906,Morrinhos,Ceará,ceara,22534
4312443,Morrinhos do Sul,Rio Grande do Sul,riograndedosul,2949
3531902,Morro Agudo,São Paulo,saopaulo,32968
5213855,Morro Agudo de Goiás,Goiás,goiais,2248
2206654,Morro Cabeça no Tempo,Piauí,piaui,4532
4211207,Morro da Fumaça,Santa Catarina,santacatarina,17796
3143609,Morro da Garça,Minas Gerais,minasgerais,2462
2921708,Morro do Chapéu,Bahia,bahia,35413
2206670,Morro do Chapéu do Piauí,Piauí,piaui,6796
3143708,Morro do Pilar,Minas Gerais,minasgerais,3182
4211256,Morro Grande,Santa Catarina,santacatarina,2893
4312450,Morro Redondo,Rio Grande do Sul,riograndedosul,6568
4312476,Morro Reuter,Rio Grande do Sul,riograndedosul,6407
2107100,Morros,Maranhão,maranhao,19433
2921807,Mortugaba,Bahia,bahia,12042
3532009,Morungaba,São Paulo,saopaulo,13622
5213905,Mossâmedes,Goiás,goiais,4290
2408003,Mossoró,Rio Grande do Norte,riograndedonorte,297378
4312500,Mostardas,Rio Grande do Sul,riograndedosul,12804
3532058,Motuca,São Paulo,saopaulo,4758
5214002,Mozarlândia,Goiás,goiais,15659
1504901,Muaná,Pará,para,40349
1400308,Mucajaí,Roraima,roraima,17853
2309003,Mucambo,Ceará,ceara,14537
2921906,Mucugê,Bahia,bahia,9062
4312609,Muçum,Rio Grande do Sul,riograndedosul,4954
2922003,Mucuri,Bahia,bahia,41748
3203601,Mucurici,Espírito Santo,espiritosanto,5524
4312617,Muitos Capões,Rio Grande do Sul,riograndedosul,3162
4312625,Muliterno,Rio Grande do Sul,riograndedosul,1893
2309102,Mulungu,Ceará,ceara,10823
2509800,Mulungu,Paraíba,paraiba,9902
2922052,Mulungu do Morro,Bahia,bahia,10889
2922102,Mundo Novo,Bahia,bahia,26776
5005681,Mundo Novo,Mato Grosso do Sul,matogrossodosul,18366
5214051,Mundo Novo,Goiás,goiais,4887
3143807,Munhoz,Minas Gerais,minasgerais,6029
4116307,Munhoz de Mello,Paraná,parana,3984
2922201,Muniz Ferreira,Bahia,bahia,7422
3203700,Muniz Freire,Espírito Santo,espiritosanto,17465
2922250,Muquém de São Francisco,Bahia,bahia,11348
3203809,Muqui,Espírito Santo,espiritosanto,15449
3143906,Muriaé,Minas Gerais,minasgerais,108763
2804300,Muribeca,Sergipe,sergipe,7625
2705507,Murici,Alagoas,alagoas,28236
2206696,Murici dos Portelas,Piauí,piaui,9159
1713957,Muricilândia,Tocantins,tocantins,3551
2922300,Muritiba,Bahia,bahia,29399
3532108,Murutinga do Sul,São Paulo,saopaulo,4486
2922409,Mutuípe,Bahia,bahia,22221
3144003,Mutum,Minas Gerais,minasgerais,26979
5214101,Mutunópolis,Goiás,goiais,3778
3144102,Muzambinho,Minas Gerais,minasgerais,20569
3144201,Nacip Raydan,Minas Gerais,minasgerais,3220
3532157,Nantes,São Paulo,saopaulo,3141
3144300,Nanuque,Minas Gerais,minasgerais,40750
4312658,Não-Me-Toque,Rio Grande do Sul,riograndedosul,17624
3144359,Naque,Minas Gerais,minasgerais,6996
3532207,Narandiba,São Paulo,saopaulo,4857
2408102,Natal,Rio Grande do Norte,riograndedonorte,884122
3144375,Natalândia,Minas Gerais,minasgerais,3311
3144409,Natércia,Minas Gerais,minasgerais,4730
3303104,Natividade,Rio de Janeiro,riodejaneiro,15317
1714203,Natividade,Tocantins,tocantins,9244
3532306,Natividade da Serra,São Paulo,saopaulo,6661
2509909,Natuba,Paraíba,paraiba,10454
4211306,Navegantes,Santa Catarina,santacatarina,81475
5005707,Naviraí,Mato Grosso do Sul,matogrossodosul,54878
2922508,Nazaré,Bahia,bahia,28525
1714302,Nazaré,Tocantins,tocantins,3898
2609501,Nazaré da Mata,Pernambuco,pernambuco,32471
2206704,Nazaré do Piauí,Piauí,piaui,7339
3532405,Nazaré Paulista,São Paulo,saopaulo,18524
3144508,Nazareno,Minas Gerais,minasgerais,8608
2510006,Nazarezinho,Paraíba,paraiba,7301
2206720,Nazária,Piauí,piaui,8570
5214408,Nazário,Goiás,goiais,9142
2804409,Neópolis,Sergipe,sergipe,18719
3144607,Nepomuceno,Minas Gerais,minasgerais,26769
5214507,Nerópolis,Goiás,goiais,29850
3532504,Neves Paulista,São Paulo,saopaulo,8930
1303007,Nhamundá,Amazonas,amazonas,21173
3532603,Nhandeara,São Paulo,saopaulo,11478
4312674,Nicolau Vergueiro,Rio Grande do Sul,riograndedosul,1682
2922607,Nilo Peçanha,Bahia,bahia,13997
3303203,Nilópolis,Rio de Janeiro,riodejaneiro,162485
2107209,Nina Rodrigues,Maranhão,maranhao,14454
3144656,Ninheira,Minas Gerais,minasgerais,10295
5005806,Nioaque,Mato Grosso do Sul,matogrossodosul,13930
3532702,Nipoã,São Paulo,saopaulo,5213
5214606,Niquelândia,Goiás,goiais,46388
2408201,Nísia Floresta,Rio Grande do Norte,riograndedonorte,27602
3303302,Niterói,Rio de Janeiro,riodejaneiro,513584
5105903,Nobres,Mato Grosso,matogrosso,15336
4312708,Nonoai,Rio Grande do Sul,riograndedosul,11695
2922656,Nordestina,Bahia,bahia,13130
1400407,Normandia,Roraima,roraima,11290
5106000,Nortelândia,Mato Grosso,matogrosso,5989
2804458,Nossa Senhora Aparecida,Sergipe,sergipe,8796
2804508,Nossa Senhora da Glória,Sergipe,sergipe,36924
2804607,Nossa Senhora das Dores,Sergipe,sergipe,26629
4116406,Nossa Senhora das Graças,Paraná,parana,4008
2804706,Nossa Senhora de Lourdes,Sergipe,sergipe,6483
2206753,Nossa Senhora de Nazaré,Piauí,piaui,4870
5106109,Nossa Senhora do Livramento,Mato Grosso,matogrosso,13216
2804805,Nossa Senhora do Socorro,Sergipe,sergipe,183628
2206803,Nossa Senhora dos Remédios,Piauí,piaui,8692
3532801,Nova Aliança,São Paulo,saopaulo,6973
4116505,Nova Aliança do Ivaí,Paraná,parana,1543
4312757,Nova Alvorada,Rio Grande do Sul,riograndedosul,3625
5006002,Nova Alvorada do Sul,Mato Grosso do Sul,matogrossodosul,21882
5214705,Nova América,Goiás,goiais,2352
4116604,Nova América da Colina,Paraná,parana,3445
5006200,Nova Andradina,Mato Grosso do Sul,matogrossodosul,54374
4312807,Nova Araçá,Rio Grande do Sul,riograndedosul,4759
4116703,Nova Aurora,Paraná,parana,10472
5214804,Nova Aurora,Goiás,goiais,2210
5106158,Nova Bandeirantes,Mato Grosso,matogrosso,15288
4312906,Nova Bassano,Rio Grande do Sul,riograndedosul,9916
3144672,Nova Belém,Minas Gerais,minasgerais,3190
4312955,Nova Boa Vista,Rio Grande do Sul,riograndedosul,1775
5106208,Nova Brasilândia,Mato Grosso,matogrosso,3829
1100148,Nova Brasilândia d'Oeste,Rondônia,rondonia,20474
4313003,Nova Bréscia,Rio Grande do Sul,riograndedosul,3330
3532827,Nova Campina,São Paulo,saopaulo,9755
2922706,Nova Canaã,Bahia,bahia,16462
5106216,Nova Canaã do Norte,Mato Grosso,matogrosso,12787
3532843,Nova Canaã Paulista,São Paulo,saopaulo,1881
4313011,Nova Candelária,Rio Grande do Sul,riograndedosul,2698
4116802,Nova Cantu,Paraná,parana,5302
3532868,Nova Castilho,São Paulo,saopaulo,1267
2107258,Nova Colinas,Maranhão,maranhao,5384
5214838,Nova Crixás,Goiás,goiais,12869
2408300,Nova Cruz,Rio Grande do Norte,riograndedonorte,37343
3144706,Nova Era,Minas Gerais,minasgerais,17578
4211405,Nova Erechim,Santa Catarina,santacatarina,5019
4116901,Nova Esperança,Paraná,parana,27904
1504950,Nova Esperança do Piriá,Pará,para,21368
4116950,Nova Esperança do Sudoeste,Paraná,parana,5046
4313037,Nova Esperança do Sul,Rio Grande do Sul,riograndedosul,5352
3532900,Nova Europa,São Paulo,saopaulo,11186
4117008,Nova Fátima,Paraná,parana,8153
2922730,Nova Fátima,Bahia,bahia,7812
2510105,Nova Floresta,Paraíba,paraiba,10638
3303401,Nova Friburgo,Rio de Janeiro,riodejaneiro,190631
5214861,Nova Glória,Goiás,goiais,8164
3533007,Nova Granada,São Paulo,saopaulo,21500
5108808,Nova Guarita,Mato Grosso,matogrosso,4519
3533106,Nova Guataporanga,São Paulo,saopaulo,2316
4313060,Nova Hartz,Rio Grande do Sul,riograndedosul,21615
2922755,Nova Ibiá,Bahia,bahia,6591
3303500,Nova Iguaçu,Rio de Janeiro,riodejaneiro,821128
5214879,Nova Iguaçu de Goiás,Goiás,goiais,2929
3533205,Nova Independência,São Paulo,saopaulo,3969
2107308,Nova Iorque,Maranhão,maranhao,4683
1504976,Nova Ipixuna,Pará,para,16678
4211454,Nova Itaberaba,Santa Catarina,santacatarina,4331
2922805,Nova Itarana,Bahia,bahia,8226
5106182,Nova Lacerda,Mato Grosso,matogrosso,6640
4117057,Nova Laranjeiras,Paraná,parana,11554
3144805,Nova Lima,Minas Gerais,minasgerais,94889
4117107,Nova Londrina,Paraná,parana,13213
3533304,Nova Luzitânia,São Paulo,saopaulo,4101
1100338,Nova Mamoré,Rondônia,rondonia,30583
5108857,Nova Marilândia,Mato Grosso,matogrosso,3278
5108907,Nova Maringá,Mato Grosso,matogrosso,8641
3144904,Nova Módica,Minas Gerais,minasgerais,3600
5108956,Nova Monte Verde,Mato Grosso,matogrosso,9178
5106224,Nova Mutum,Mato Grosso,matogrosso,45378
5106174,Nova Nazaré,Mato Grosso,matogrosso,3849
3533403,Nova Odessa,São Paulo,saopaulo,60174
5106232,Nova Olímpia,Mato Grosso,matogrosso,20301
4117206,Nova Olímpia,Paraná,parana,5806
2309201,Nova Olinda,Ceará,ceara,15565
1714880,Nova Olinda,Tocantins,tocantins,11819
2510204,Nova Olinda,Paraíba,paraiba,5949
2107357,Nova Olinda do Maranhão,Maranhão,maranhao,20928
1303106,Nova Olinda do Norte,Amazonas,amazonas,37378
4313086,Nova Pádua,Rio Grande do Sul,riograndedosul,2553
4313102,Nova Palma,Rio Grande do Sul,riograndedosul,6512
2510303,Nova Palmeira,Paraíba,paraiba,4906
4313201,Nova Petrópolis,Rio Grande do Sul,riograndedosul,21353
3145000,Nova Ponte,Minas Gerais,minasgerais,15545
3145059,Nova Porteirinha,Minas Gerais,minasgerais,7500
4313300,Nova Prata,Rio Grande do Sul,riograndedosul,27257
4117255,Nova Prata do Iguaçu,Paraná,parana,10548
4313334,Nova Ramada,Rio Grande do Sul,riograndedosul,2242
2922854,Nova Redenção,Bahia,bahia,9118
3145109,Nova Resende,Minas Gerais,minasgerais,16723
5214903,Nova Roma,Goiás,goiais,3264
4313359,Nova Roma do Sul,Rio Grande do Sul,riograndedosul,3689
1715002,Nova Rosalândia,Tocantins,tocantins,4260
2309300,Nova Russas,Ceará,ceara,32328
4117214,Nova Santa Bárbara,Paraná,parana,4249
5106190,Nova Santa Helena,Mato Grosso,matogrosso,3718
4313375,Nova Santa Rita,Rio Grande do Sul,riograndedosul,29300
2207959,Nova Santa Rita,Piauí,piaui,4374
4117222,Nova Santa Rosa,Paraná,parana,8219
3145208,Nova Serrana,Minas Gerais,minasgerais,102693
2922904,Nova Soure,Bahia,bahia,26947
4117271,Nova Tebas,Paraná,parana,5649
1505007,Nova Timboteua,Pará,para,15363
4211504,Nova Trento,Santa Catarina,santacatarina,14549
5106240,Nova Ubiratã,Mato Grosso,matogrosso,11982
1101435,Nova União,Rondônia,rondonia,6970
3136603,Nova União,Minas Gerais,minasgerais,5725
3203908,Nova Venécia,Espírito Santo,espiritosanto,50110
4211603,Nova Veneza,Santa Catarina,santacatarina,15166
5215009,Nova Veneza,Goiás,goiais,9853
2923001,Nova Viçosa,Bahia,bahia,43376
5106257,Nova Xavantina,Mato Grosso,matogrosso,21374
3533254,Novais,São Paulo,saopaulo,5830
1715101,Novo Acordo,Tocantins,tocantins,4342
1303205,Novo Airão,Amazonas,amazonas,19454
1715150,Novo Alegre,Tocantins,tocantins,2332
1303304,Novo Aripuanã,Amazonas,amazonas,25644
4313490,Novo Barreiro,Rio Grande do Sul,riograndedosul,4164
5215207,Novo Brasil,Goiás,goiais,2913
4313391,Novo Cabrais,Rio Grande do Sul,riograndedosul,4196
3145307,Novo Cruzeiro,Minas Gerais,minasgerais,31331
5215231,Novo Gama,Goiás,goiais,115711
4313409,Novo Hamburgo,Rio Grande do Sul,riograndedosul,246748
3533502,Novo Horizonte,São Paulo,saopaulo,41052
2923035,Novo Horizonte,Bahia,bahia,12385
4211652,Novo Horizonte,Santa Catarina,santacatarina,2442
5106273,Novo Horizonte do Norte,Mato Grosso,matogrosso,4004
1100502,Novo Horizonte do Oeste,Rondônia,rondonia,8538
5006259,Novo Horizonte do Sul,Mato Grosso do Sul,matogrossodosul,3814
4117297,Novo Itacolomi,Paraná,parana,2844
1715259,Novo Jardim,Tocantins,tocantins,2722
2705606,Novo Lino,Alagoas,alagoas,12690
4313425,Novo Machado,Rio Grande do Sul,riograndedosul,3323
5106265,Novo Mundo,Mato Grosso,matogrosso,9178
2309409,Novo Oriente,Ceará,ceara,28607
3145356,Novo Oriente de Minas,Minas Gerais,minasgerais,10755
2206902,Novo Oriente do Piauí,Piauí,piaui,6565
5215256,Novo Planalto,Goiás,goiais,4495
1505031,Novo Progresso,Pará,para,25762
1505064,Novo Repartimento,Pará,para,75919
2206951,Novo Santo Antônio,Piauí,piaui,2991
5106315,Novo Santo Antônio,Mato Grosso,matogrosso,2640
5106281,Novo São Joaquim,Mato Grosso,matogrosso,5074
4313441,Novo Tiradentes,Rio Grande do Sul,riograndedosul,2211
2923050,Novo Triunfo,Bahia,bahia,15440
4313466,Novo Xingu,Rio Grande do Sul,riograndedosul,1719
3145372,Novorizonte,Minas Gerais,minasgerais,5299
3533601,Nuporanga,São Paulo,saopaulo,7432
1505106,Óbidos,Pará,para,52137
2309458,Ocara,Ceará,ceara,25703
3533700,Ocauçu,São Paulo,saopaulo,4289
2207009,Oeiras,Piauí,piaui,37029
1505205,Oeiras do Pará,Pará,para,32512
1600501,Oiapoque,Amapá,amapa,27270
3145406,Olaria,Minas Gerais,minasgerais,1747
3533809,Óleo,São Paulo,saopaulo,2496
2510402,Olho d'Água,Paraíba,paraiba,6526
2107407,Olho d'Água das Cunhãs,Maranhão,maranhao,19505
2705705,Olho d'Água das Flores,Alagoas,alagoas,21688
2705804,Olho d'Água do Casado,Alagoas,alagoas,9373
2207108,Olho d'Água do Piauí,Piauí,piaui,2459
2705903,Olho d'Água Grande,Alagoas,alagoas,5123
2408409,Olho-d'Água do Borges,Rio Grande do Norte,riograndedonorte,4258
3145455,Olhos-d'Água,Minas Gerais,minasgerais,6096
3533908,Olímpia,São Paulo,saopaulo,54772
3145505,Olímpio Noronha,Minas Gerais,minasgerais,2787
2609600,Olinda,Pernambuco,pernambuco,392482
2107456,Olinda Nova do Maranhão,Maranhão,maranhao,14701
2923100,Olindina,Bahia,bahia,28229
2510501,Olivedos,Paraíba,paraiba,3932
3145604,Oliveira,Minas Gerais,minasgerais,41687
1715507,Oliveira de Fátima,Tocantins,tocantins,1112
2923209,Oliveira dos Brejinhos,Bahia,bahia,21825
3145703,Oliveira Fortes,Minas Gerais,minasgerais,2133
2706000,Olivença,Alagoas,alagoas,11624
3145802,Onça de Pitangui,Minas Gerais,minasgerais,3148
3534005,Onda Verde,São Paulo,saopaulo,4381
3145851,Oratórios,Minas Gerais,minasgerais,4655
3534104,Oriente,São Paulo,saopaulo,6515
3534203,Orindiúva,São Paulo,saopaulo,7066
1505304,Oriximiná,Pará,para,73096
3145877,Orizânia,Minas Gerais,minasgerais,8018
5215306,Orizona,Goiás,goiais,15615
3534302,Orlândia,São Paulo,saopaulo,44028
4211702,Orleans,Santa Catarina,santacatarina,22912
2609709,Orobó,Pernambuco,pernambuco,23884
2609808,Orocó,Pernambuco,pernambuco,14991
2309508,Orós,Ceará,ceara,21427
4117305,Ortigueira,Paraná,parana,22141
3534401,Osasco,São Paulo,saopaulo,698418
3534500,Oscar Bressane,São Paulo,saopaulo,2603
4313508,Osório,Rio Grande do Sul,riograndedosul,45994
3534609,Osvaldo Cruz,São Paulo,saopaulo,32879
4211751,Otacílio Costa,Santa Catarina,santacatarina,18744
1505403,Ourém,Pará,para,17842
2923308,Ouriçangas,Bahia,bahia,8564
2609907,Ouricuri,Pernambuco,pernambuco,69459
1505437,Ourilândia do Norte,Pará,para,32832
3534708,Ourinhos,São Paulo,saopaulo,113542
4117404,Ourizona,Paraná,parana,3428
4211801,Ouro,Santa Catarina,santacatarina,7295
3145901,Ouro Branco,Minas Gerais,minasgerais,39500
2706109,Ouro Branco,Alagoas,alagoas,11496
2408508,Ouro Branco,Rio Grande do Norte,riograndedonorte,4812
3146008,Ouro Fino,Minas Gerais,minasgerais,33639
3146107,Ouro Preto,Minas Gerais,minasgerais,74281
1100155,Ouro Preto do Oeste,Rondônia,rondonia,36035
2510600,Ouro Velho,Paraíba,paraiba,3039
3534807,Ouro Verde,São Paulo,saopaulo,8562
4211850,Ouro Verde,Santa Catarina,santacatarina,2217
5215405,Ouro Verde de Goiás,Goiás,goiais,3759
3146206,Ouro Verde de Minas,Minas Gerais,minasgerais,5934
4117453,Ouro Verde do Oeste,Paraná,parana,5996
3534757,Ouroeste,São Paulo,saopaulo,10361
2923357,Ourolândia,Bahia,bahia,17451
5215504,Ouvidor,Goiás,goiais,6667
3534906,Pacaembu,São Paulo,saopaulo,14197
1505486,Pacajá,Pará,para,47706
2309607,Pacajus,Ceará,ceara,72203
1400456,Pacaraima,Roraima,roraima,17401
2309706,Pacatuba,Ceará,ceara,83432
2804904,Pacatuba,Sergipe,sergipe,14428
2107506,Paço do Lumiar,Maranhão,maranhao,122197
2309805,Pacoti,Ceará,ceara,12261
2309904,Pacujá,Ceará,ceara,6533
5215603,Padre Bernardo,Goiás,goiais,33835
3146255,Padre Carvalho,Minas Gerais,minasgerais,6378
2207207,Padre Marcos,Piauí,piaui,6868
3146305,Padre Paraíso,Minas Gerais,minasgerais,20154
2207306,Paes Landim,Piauí,piaui,4129
3146552,Pai Pedro,Minas Gerais,minasgerais,6089
4211876,Paial,Santa Catarina,santacatarina,1505
4117503,Paiçandu,Paraná,parana,41281
4313607,Paim Filho,Rio Grande do Sul,riograndedosul,3828
3146404,Paineiras,Minas Gerais,minasgerais,4486
4211892,Painel,Santa Catarina,santacatarina,2359
3146503,Pains,Minas Gerais,minasgerais,8283
3146602,Paiva,Minas Gerais,minasgerais,1529
2207355,Pajeú do Piauí,Piauí,piaui,3389
3535002,Palestina,São Paulo,saopaulo,12957
2706208,Palestina,Alagoas,alagoas,5011
5215652,Palestina de Goiás,Goiás,goiais,3464
1505494,Palestina do Pará,Pará,para,7589
2310001,Palhano,Ceará,ceara,9386
4211900,Palhoça,Santa Catarina,santacatarina,171797
3146701,Palma,Minas Gerais,minasgerais,6616
4212007,Palma Sola,Santa Catarina,santacatarina,7423
2310100,Palmácia,Ceará,ceara,13322
2610004,Palmares,Pernambuco,pernambuco,63250
4313656,Palmares do Sul,Rio Grande do Sul,riograndedosul,11318
3535101,Palmares Paulista,São Paulo,saopaulo,13275
1721000,Palmas,Tocantins,tocantins,299127
4117602,Palmas,Paraná,parana,50986
2923407,Palmas de Monte Alto,Bahia,bahia,21750
4117701,Palmeira,Paraná,parana,33877
4212056,Palmeira,Santa Catarina,santacatarina,2627
3535200,Palmeira d'Oeste,São Paulo,saopaulo,9283
